obj_type,vpid,snomed_id,bnf_code,dmd_name,bnf_name,form_route
amp,327071005,338311000000000,0802010G0AAADAD,Azathioprine 25mg tablets (Kent Pharmaceuticals Ltd),Azathioprine 25mg tablets,tablet.oral
amp,327071005,544611000000000,0802010G0AAADAD,Azathioprine 25mg tablets (Mylan),Azathioprine 25mg tablets,tablet.oral
amp,327071005,611111000000000,0802010G0AAADAD,Azathioprine 25mg tablets (Alliance Healthcare (Distribution) Ltd),Azathioprine 25mg tablets,tablet.oral
amp,327071005,744711000000000,0802010G0AAADAD,Azathioprine 25mg tablets (A A H Pharmaceuticals Ltd),Azathioprine 25mg tablets,tablet.oral
amp,327071005,369501e10,0802010G0AAADAD,Azathioprine 25mg tablets (IVAX Pharmaceuticals UK Ltd),Azathioprine 25mg tablets,tablet.oral
amp,327071005,586691e10,0802010G0AAADAD,Azathioprine 25mg tablets (Actavis UK Ltd),Azathioprine 25mg tablets,tablet.oral
amp,327071005,838861e10,0802010G0AAADAD,Azathioprine 25mg tablets (Teva UK Ltd),Azathioprine 25mg tablets,tablet.oral
amp,327071005,137407e11,0802010G0AAADAD,Azathioprine 25mg tablets (Tillomed Laboratories Ltd),Azathioprine 25mg tablets,tablet.oral
amp,327071005,150704e11,0802010G0AAADAD,Azathioprine 25mg tablets (Sigma Pharmaceuticals Plc),Azathioprine 25mg tablets,tablet.oral
amp,327071005,177891e11,0802010G0AAADAD,Azathioprine 25mg tablets (Phoenix Healthcare Distribution Ltd),Azathioprine 25mg tablets,tablet.oral
amp,327071005,217804e11,0802010G0AAADAD,Azathioprine 25mg tablets (Waymade Healthcare Plc),Azathioprine 25mg tablets,tablet.oral
amp,327071005,226141e11,0802010G0AAADAD,Azathioprine 25mg tablets (DE Pharmaceuticals),Azathioprine 25mg tablets,tablet.oral
amp,327071005,245052e11,0802010G0AAADAD,Azathioprine 25mg tablets (Sandoz Ltd),Azathioprine 25mg tablets,tablet.oral
amp,327071005,299978e11,0802010G0AAADAD,Azathioprine 25mg tablets (Mawdsley-Brooks & Company Ltd),Azathioprine 25mg tablets,tablet.oral
amp,327070006,41911000000000,0802010G0AAAEAE,Azathioprine 50mg tablets (A A H Pharmaceuticals Ltd),Azathioprine 50mg tablets,tablet.oral
amp,327070006,178511000000000,0802010G0AAAEAE,Azathioprine 50mg tablets (IVAX Pharmaceuticals UK Ltd),Azathioprine 50mg tablets,tablet.oral
amp,327070006,339911000000000,0802010G0AAAEAE,Azathioprine 50mg tablets (Actavis UK Ltd),Azathioprine 50mg tablets,tablet.oral
amp,327070006,428011000000000,0802010G0AAAEAE,Azathioprine 50mg tablets (Sandoz Ltd),Azathioprine 50mg tablets,tablet.oral
amp,327070006,715511000000000,0802010G0AAAEAE,Azathioprine 50mg tablets (Teva UK Ltd),Azathioprine 50mg tablets,tablet.oral
amp,327070006,843311000000000,0802010G0AAAEAE,Azathioprine 50mg tablets (Mylan),Azathioprine 50mg tablets,tablet.oral
amp,327070006,863111000000000,0802010G0AAAEAE,Azathioprine 50mg tablets (Kent Pharmaceuticals Ltd),Azathioprine 50mg tablets,tablet.oral
amp,327070006,888811000000000,0802010G0AAAEAE,Azathioprine 50mg tablets (Alliance Healthcare (Distribution) Ltd),Azathioprine 50mg tablets,tablet.oral
amp,327070006,102881e11,0802010G0AAAEAE,Azathioprine 50mg tablets (Focus Pharmaceuticals Ltd),Azathioprine 50mg tablets,tablet.oral
amp,327070006,133867e11,0802010G0AAAEAE,Azathioprine 50mg tablets (Arrow Generics Ltd),Azathioprine 50mg tablets,tablet.oral
amp,327070006,137409e11,0802010G0AAAEAE,Azathioprine 50mg tablets (Tillomed Laboratories Ltd),Azathioprine 50mg tablets,tablet.oral
