obj_type,vpid,snomed_id,bnf_code,dmd_name,bnf_name,form_route
amp,360336e11,361251e10,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intramuscular
amp,360336e11,361251e10,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intravenous
amp,360336e11,361251e10,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intraarterial
amp,360336e11,361251e10,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intrathecal
amp,360336e11,361461e10,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd),Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intramuscular
amp,360336e11,361461e10,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd),Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intravenous
amp,360336e11,361461e10,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd),Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intraarterial
amp,360336e11,361461e10,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd),Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intrathecal
amp,360336e11,361491e10,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intramuscular
amp,360336e11,361491e10,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intravenous
amp,360336e11,361491e10,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intraarterial
amp,360336e11,361491e10,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intrathecal
amp,360332e11,362261e10,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials (A A H Pharmaceuticals Ltd),Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intramuscular
amp,360332e11,362261e10,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials (A A H Pharmaceuticals Ltd),Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intravenous
amp,360332e11,362261e10,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials (A A H Pharmaceuticals Ltd),Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intraarterial
amp,360332e11,362261e10,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials (A A H Pharmaceuticals Ltd),Methotrexate 500mg/20ml solution for injection vials,solutioninfusion.intravenous
amp,360332e11,362291e10,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials (Pfizer Ltd),Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intramuscular
amp,360332e11,362291e10,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials (Pfizer Ltd),Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intravenous
