obj_type,vpid,snomed_id,bnf_code,dmd_name,bnf_name,form_route
amp,327082002,165505e11,0802020G0AAACAC,Ciclosporin 25mg capsules (A A H Pharmaceuticals Ltd),Ciclosporin 25mg capsules,capsule.oral
amp,327082002,178566e11,0802020G0AAACAC,Ciclosporin 25mg capsules (Phoenix Healthcare Distribution Ltd),Ciclosporin 25mg capsules,capsule.oral
amp,327082002,212631e11,0802020G0AAACAC,Ciclosporin 25mg capsules (Sigma Pharmaceuticals Plc),Ciclosporin 25mg capsules,capsule.oral
amp,327082002,218357e11,0802020G0AAACAC,Ciclosporin 25mg capsules (Cubic Pharmaceuticals Ltd),Ciclosporin 25mg capsules,capsule.oral
amp,327082002,224083e11,0802020G0AAACAC,Ciclosporin 25mg capsules (DE Pharmaceuticals),Ciclosporin 25mg capsules,capsule.oral
amp,327082002,226042e11,0802020G0AAACAC,Ciclosporin 25mg capsules (Colorama Pharmaceuticals Ltd),Ciclosporin 25mg capsules,capsule.oral
amp,327082002,234284e11,0802020G0AAACAC,Ciclosporin 25mg capsules (J M McGill Ltd),Ciclosporin 25mg capsules,capsule.oral
amp,327082002,239365e11,0802020G0AAACAC,Ciclosporin 25mg capsules (Niche Pharma Ltd),Ciclosporin 25mg capsules,capsule.oral
amp,327082002,241577e11,0802020G0AAACAC,Ciclosporin 25mg capsules (Ethigen Ltd),Ciclosporin 25mg capsules,capsule.oral
amp,327082002,245199e11,0802020G0AAACAC,Ciclosporin 25mg capsules (Mawdsley-Brooks & Company Ltd),Ciclosporin 25mg capsules,capsule.oral
amp,327082002,25694e12,0802020G0AAACAC,Ciclosporin 25mg capsules (Icarus Pharmaceuticals Ltd),Ciclosporin 25mg capsules,capsule.oral
amp,327082002,260212e11,0802020G0AAACAC,Ciclosporin 25mg capsules (Ennogen Healthcare Ltd),Ciclosporin 25mg capsules,capsule.oral
amp,327082002,281227e11,0802020G0AAACAC,Ciclosporin 25mg capsules (Pharma-z Ltd),Ciclosporin 25mg capsules,capsule.oral
amp,327083007,165509e11,0802020G0AAADAD,Ciclosporin 100mg capsules (A A H Pharmaceuticals Ltd),Ciclosporin 100mg capsules,capsule.oral
amp,327083007,17857e12,0802020G0AAADAD,Ciclosporin 100mg capsules (Phoenix Healthcare Distribution Ltd),Ciclosporin 100mg capsules,capsule.oral
amp,327083007,212635e11,0802020G0AAADAD,Ciclosporin 100mg capsules (Sigma Pharmaceuticals Plc),Ciclosporin 100mg capsules,capsule.oral
amp,327083007,218353e11,0802020G0AAADAD,Ciclosporin 100mg capsules (Cubic Pharmaceuticals Ltd),Ciclosporin 100mg capsules,capsule.oral
amp,327083007,224087e11,0802020G0AAADAD,Ciclosporin 100mg capsules (DE Pharmaceuticals),Ciclosporin 100mg capsules,capsule.oral
amp,327083007,22604e12,0802020G0AAADAD,Ciclosporin 100mg capsules (Colorama Pharmaceuticals Ltd),Ciclosporin 100mg capsules,capsule.oral
amp,327083007,234282e11,0802020G0AAADAD,Ciclosporin 100mg capsules (J M McGill Ltd),Ciclosporin 100mg capsules,capsule.oral
amp,327083007,239363e11,0802020G0AAADAD,Ciclosporin 100mg capsules (Niche Pharma Ltd),Ciclosporin 100mg capsules,capsule.oral
amp,327083007,241135e11,0802020G0AAADAD,Ciclosporin 100mg capsules (Lexon (UK) Ltd),Ciclosporin 100mg capsules,capsule.oral
amp,327083007,241581e11,0802020G0AAADAD,Ciclosporin 100mg capsules (Ethigen Ltd),Ciclosporin 100mg capsules,capsule.oral
amp,327083007,245203e11,0802020G0AAADAD,Ciclosporin 100mg capsules (Mawdsley-Brooks & Company Ltd),Ciclosporin 100mg capsules,capsule.oral
amp,327083007,256951e11,0802020G0AAADAD,Ciclosporin 100mg capsules (Icarus Pharmaceuticals Ltd),Ciclosporin 100mg capsules,capsule.oral
amp,327083007,260191e11,0802020G0AAADAD,Ciclosporin 100mg capsules (Ennogen Healthcare Ltd),Ciclosporin 100mg capsules,capsule.oral
amp,327083007,281222e11,0802020G0AAADAD,Ciclosporin 100mg capsules (Pharma-z Ltd),Ciclosporin 100mg capsules,capsule.oral
amp,327085000,165507e11,0802020G0AAAFAF,Ciclosporin 50mg capsules (A A H Pharmaceuticals Ltd),Ciclosporin 50mg capsules,capsule.oral
amp,327085000,178568e11,0802020G0AAAFAF,Ciclosporin 50mg capsules (Phoenix Healthcare Distribution Ltd),Ciclosporin 50mg capsules,capsule.oral
amp,327085000,212633e11,0802020G0AAAFAF,Ciclosporin 50mg capsules (Sigma Pharmaceuticals Plc),Ciclosporin 50mg capsules,capsule.oral
amp,327085000,218355e11,0802020G0AAAFAF,Ciclosporin 50mg capsules (Cubic Pharmaceuticals Ltd),Ciclosporin 50mg capsules,capsule.oral
amp,327085000,224085e11,0802020G0AAAFAF,Ciclosporin 50mg capsules (DE Pharmaceuticals),Ciclosporin 50mg capsules,capsule.oral
amp,327085000,226044e11,0802020G0AAAFAF,Ciclosporin 50mg capsules (Colorama Pharmaceuticals Ltd),Ciclosporin 50mg capsules,capsule.oral
amp,327085000,234286e11,0802020G0AAAFAF,Ciclosporin 50mg capsules (J M McGill Ltd),Ciclosporin 50mg capsules,capsule.oral
amp,327085000,239367e11,0802020G0AAAFAF,Ciclosporin 50mg capsules (Niche Pharma Ltd),Ciclosporin 50mg capsules,capsule.oral
amp,327085000,241579e11,0802020G0AAAFAF,Ciclosporin 50mg capsules (Ethigen Ltd),Ciclosporin 50mg capsules,capsule.oral
amp,327085000,245201e11,0802020G0AAAFAF,Ciclosporin 50mg capsules (Mawdsley-Brooks & Company Ltd),Ciclosporin 50mg capsules,capsule.oral
amp,327085000,256947e11,0802020G0AAAFAF,Ciclosporin 50mg capsules (Icarus Pharmaceuticals Ltd),Ciclosporin 50mg capsules,capsule.oral
amp,327085000,260222e11,0802020G0AAAFAF,Ciclosporin 50mg capsules (Ennogen Healthcare Ltd),Ciclosporin 50mg capsules,capsule.oral
amp,327085000,281233e11,0802020G0AAAFAF,Ciclosporin 50mg capsules (Pharma-z Ltd),Ciclosporin 50mg capsules,capsule.oral
amp,361393e11,349071e10,0802020G0BBAAAG,Sandimmun 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd),Sandimmun 100mg/ml oral solution,solution.oral
amp,361395e11,88611000000000,0802020G0BBABAE,Sandimmun 250mg/5ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd),Sandimmun 250mg/5ml concentrate for inf ampoules,solutioninfusion.intravenous
amp,361403e11,911911000000000,0802020G0BBACAA,Sandimmun 50mg/1ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd),Sandimmun 50mg/1ml concentrate for inf ampoules,solutioninfusion.intravenous
amp,327082002,347811000000000,0802020G0BBADAC,Sandimmun 25mg capsules (Novartis Pharmaceuticals UK Ltd),Sandimmun 25mg capsules,capsule.oral
amp,327083007,172611000000000,0802020G0BBAEAD,Sandimmun 100mg capsules (Novartis Pharmaceuticals UK Ltd),Sandimmun 100mg capsules,capsule.oral
amp,327085000,638611000000000,0802020G0BBAFAF,Sandimmun 50mg capsules (Novartis Pharmaceuticals UK Ltd),Sandimmun 50mg capsules,capsule.oral
amp,361393e11,349041e10,0802020G0BCAAAG,Neoral 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd),Neoral 100mg/ml oral solution,solution.oral
amp,327082002,660811000000000,0802020G0BCABAC,Neoral 25mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 25mg capsules,capsule.oral
amp,327085000,319211000000000,0802020G0BCACAF,Neoral 50mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 50mg capsules,capsule.oral
amp,327083007,456811000000000,0802020G0BCADAD,Neoral 100mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 100mg capsules,capsule.oral
amp,327090002,303511000000000,0802020G0BCAEAH,Neoral 10mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 10mg capsules,capsule.oral
amp,327082002,163065e11,0802020G0BEAAAC,Deximune 25mg capsules (Dexcel-Pharma Ltd),Deximune 25mg capsules,capsule.oral
amp,327085000,163067e11,0802020G0BEABAF,Deximune 50mg capsules (Dexcel-Pharma Ltd),Deximune 50mg capsules,capsule.oral
amp,327083007,163069e11,0802020G0BEACAD,Deximune 100mg capsules (Dexcel-Pharma Ltd),Deximune 100mg capsules,capsule.oral
amp,327082002,176669e11,0802020G0BFAAAC,Capimune 25mg capsules (Mylan),Capimune 25mg capsules,capsule.oral
